buildroot login: root
# [   24.728085][    C0] xhci_hcd 0000:00:04.0: handle events!
** 16 printk messages dropped **
[  101.368129][    C0] xhci_hcd 0000:00:04.0: 1
** 13 printk messages dropped **
[  101.368216][    C0] xhci_hcd 0000:00:04.0: 3e64800
[  101.368222][    C0] xhci_hcd 0000:00:04.0: 1
[  101.368228][    C0] xhci_hcd 0000:00:04.0: c00
[  101.368234][    C0] xhci_hcd 0000:00:04.0: 80021625
[  101.368242][    C0] xhci_hcd 0000:00:04.0: dump trb:
** 44 printk messages dropped **
[  101.368614][    C0] xhci_hcd 0000:00:04.0: dump trb:
** 188 printk messages dropped **
[  101.372799][    C0] xhci_hcd 0000:00:04.0:  xhci interrupt!
[  101.372992][    C0] xhci_hcd 0000:00:04.0: handle events!
[  101.373006][    C0] xhci_hcd 0000:00:04.0: handle event trb!
** 19 printk messages dropped **
[  101.373590][    C0] xhci_hcd 0000:00:04.0: trb complete code:13
** 79 printk messages dropped **
[  101.375212][    C0] xhci_hcd 0000:00:04.0: dump trb:
[  101.375216][    C0] xhci_hcd 0000:00:04.0: 3e6a800
** 186 printk messages dropped **
[  101.378992][    C0] xhci_hcd 0000:00:04.0: handle event trb!
** 4 printk messages dropped **
[  101.379026][    C0] xhci_hcd 0000:00:04.0: trb complete code:13
** 10 printk messages dropped **
[  101.379410][    C0] xhci_hcd 0000:00:04.0: trb complete code:13
[  101.379420][    C0] xhci_hcd 0000:00:04.0:  xhci interrupt!
** 9 printk messages dropped **
[  101.379775][    C0] xhci_hcd 0000:00:04.0: handle event trb!
** 41 printk messages dropped **
[  101.380217][    C0] xhci_hcd 0000:00:04.0: 3e65400
** 23 printk messages dropped **
[  101.380420][    C0] xhci_hcd 0000:00:04.0: dump trb:
** 5 printk messages dropped **
[  101.380494][    C0] xhci_hcd 0000:00:04.0: 3e69c00
[  101.380506][    C0] xhci_hcd 0000:00:04.0: 1
** 192 printk messages dropped **
[  101.385234][    C0] xhci_hcd 0000:00:04.0: trb transfer!
** 271 printk messages dropped **
[  101.390314][    C0] xhci_hcd 0000:00:04.0: handle events!
** 13 printk messages dropped **
[  101.390738][    C0] xhci_hcd 0000:00:04.0: trb transfer!
[  101.390745][    C0] xhci_hcd 0000:00:04.0: trb complete code:13
[  101.390809][    C0] xhci_hcd 0000:00:04.0: handle event trb!
** 58 printk messages dropped **
[  101.392368][    C0] xhci_hcd 0000:00:04.0: dump trb:
** 17 printk messages dropped **
[  101.392477][    C0] xhci_hcd 0000:00:04.0: c00
** 13 printk messages dropped **
[  101.392833][    C0] xhci_hcd 0000:00:04.0: 1
** 13 printk messages dropped **
[  101.393123][    C0] xhci_hcd 0000:00:04.0: 3e6d800
** 164 printk messages dropped **
[  101.397249][    C0] xhci_hcd 0000:00:04.0: trb transfer!
** 34 printk messages dropped **
[  101.398242][    C0] xhci_hcd 0000:00:04.0: trb complete code:15
** 4 printk messages dropped **
[  101.398355][    C0] xhci_hcd 0000:00:04.0: 3e60000
** 49 printk messages dropped **
[  101.398682][    C0] xhci_hcd 0000:00:04.0: 3e67800
[  101.398687][    C0] xhci_hcd 0000:00:04.0: 1
[  101.398692][    C0] xhci_hcd 0000:00:04.0: c00
** 18 printk messages dropped **
[  101.398885][    C0] xhci_hcd 0000:00:04.0: 1
** 212 printk messages dropped **
[  101.403465][    C0] xhci_hcd 0000:00:04.0: handle event trb!
** 20 printk messages dropped **
[  101.403808][    C0] xhci_hcd 0000:00:04.0: c00
[  101.403814][    C0] xhci_hcd 0000:00:04.0: 80021625
[  101.403820][    C0] xhci_hcd 0000:00:04.0: dump trb:
** 51 printk messages dropped **
[  101.404128][    C0] xhci_hcd 0000:00:04.0: 1
** 198 printk messages dropped **
[  101.408413][    C0] xhci_hcd 0000:00:04.0: trb complete code:13
** 103 printk messages dropped **
[  101.409688][    C0] xhci_hcd 0000:00:04.0: 1
[  101.409693][    C0] xhci_hcd 0000:00:04.0: c00
** 208 printk messages dropped **
[  101.415989][    C0] xhci_hcd 0000:00:04.0: 80021624
** 9 printk messages dropped **
[  101.416055][    C0] xhci_hcd 0000:00:04.0: 80021625
[  101.416061][    C0] xhci_hcd 0000:00:04.0: dump trb:
** 244 printk messages dropped **
[  101.420670][    C0] xhci_hcd 0000:00:04.0:  xhci interrupt!
** 46 printk messages dropped **
[  101.421901][    C0] xhci_hcd 0000:00:04.0: 1
** 232 printk messages dropped **
[  101.426353][    C0] xhci_hcd 0000:00:04.0: trb transfer!
** 31 printk messages dropped **
[  101.427702][    C0] usb 1-1: submitted urb:
[  101.427713][    C0] usb 1-1: pipe:4227712d,stream:0d
** 31 printk messages dropped **
[  101.428007][    C0] xhci_hcd 0000:00:04.0: 3e64800
[  101.428014][    C0] xhci_hcd 0000:00:04.0: 1
** 37 printk messages dropped **
[  101.428257][    C0] xhci_hcd 0000:00:04.0: dump trb:
** 182 printk messages dropped **
[  101.433879][    C0] xhci_hcd 0000:00:04.0: handle event trb!
** 33 printk messages dropped **
[  101.435005][    C0] xhci_hcd 0000:00:04.0: 80021624
** 72 printk messages dropped **
[  101.435501][    C0] xhci_hcd 0000:00:04.0: 1
** 213 printk messages dropped **
[  101.440509][    C0] xhci_hcd 0000:00:04.0: 80021624
** 326 printk messages dropped **
[  101.445789][    C0] xhci_hcd 0000:00:04.0: 3e65400
** 19 printk messages dropped **
[  101.445961][    C0] xhci_hcd 0000:00:04.0: 3e68400
** 24 printk messages dropped **
[  101.446108][    C0] xhci_hcd 0000:00:04.0: 3e6c000
[  101.446114][    C0] xhci_hcd 0000:00:04.0: 1
[  101.446119][    C0] xhci_hcd 0000:00:04.0: c00
[  101.446125][    C0] xhci_hcd 0000:00:04.0: 80021624
[  101.446131][    C0] xhci_hcd 0000:00:04.0: dump trb:
[  101.446136][    C0] xhci_hcd 0000:00:04.0: 3e6cc00
[  101.446142][    C0] xhci_hcd 0000:00:04.0: 1
[  101.446148][    C0] xhci_hcd 0000:00:04.0: c00
[  101.446154][    C0] xhci_hcd 0000:00:04.0: 80021624
[  101.446160][    C0] xhci_hcd 0000:00:04.0: dump trb:
[  101.446166][    C0] xhci_hcd 0000:00:04.0: 3e6d800
[  101.446172][    C0] xhci_hcd 0000:00:04.0: 1
[  101.446178][    C0] xhci_hcd 0000:00:04.0: c00
[  101.446184][    C0] xhci_hcd 0000:00:04.0: 80021624
[  101.446190][    C0] xhci_hcd 0000:00:04.0: dump trb:
[  101.446196][    C0] xhci_hcd 0000:00:04.0: 3e6e400
[  101.446202][    C0] xhci_hcd 0000:00:04.0: 1
[  101.446207][    C0] xhci_hcd 0000:00:04.0: c00
[  101.446213][    C0] xhci_hcd 0000:00:04.0: 80021624
[  101.446221][    C0] xhci_hcd 0000:00:04.0: dump trb:
[  101.446226][    C0] xhci_hcd 0000:00:04.0: 3e6f000
[  101.446232][    C0] xhci_hcd 0000:00:04.0: 1
[  101.446238][    C0] xhci_hcd 0000:00:04.0: c00
[  101.446244][    C0] xhci_hcd 0000:00:04.0: 80021624
[  101.446250][    C0] xhci_hcd 0000:00:04.0: dump trb:
[  101.446255][    C0] xhci_hcd 0000:00:04.0: 3e6fc00
[  101.446261][    C0] xhci_hcd 0000:00:04.0: 1
[  101.446267][    C0] xhci_hcd 0000:00:04.0: 40400
[  101.446278][    C0] xhci_hcd 0000:00:04.0: 80021414
[  101.446284][    C0] xhci_hcd 0000:00:04.0: dump trb:
[  101.446289][    C0] xhci_hcd 0000:00:04.0: 3e70000
[  101.446295][    C0] xhci_hcd 0000:00:04.0: 1
[  101.446302][    C0] xhci_hcd 0000:00:04.0: 800
[  101.446308][    C0] xhci_hcd 0000:00:04.0: 624
[  101.446315][    C0] xhci_hcd 0000:00:04.0: dump trb:
[  101.446320][    C0] xhci_hcd 0000:00:04.0: 3e70800
[  101.446326][    C0] xhci_hcd 0000:00:04.0: 1
[  101.446332][    C0] xhci_hcd 0000:00:04.0: c00
[  101.446339][    C0] xhci_hcd 0000:00:04.0: 80021624
[  101.446346][    C0] xhci_hcd 0000:00:04.0: dump trb:
[  101.446351][    C0] xhci_hcd 0000:00:04.0: 3e71400
[  101.446357][    C0] xhci_hcd 0000:00:04.0: 1
[  101.446362][    C0] xhci_hcd 0000:00:04.0: c00
[  101.446368][    C0] xhci_hcd 0000:00:04.0: 80021624
[  101.446374][    C0] xhci_hcd 0000:00:04.0: dump trb:
[  101.446379][    C0] xhci_hcd 0000:00:04.0: 3e72000
[  101.446385][    C0] xhci_hcd 0000:00:04.0: 1
[  101.446391][    C0] xhci_hcd 0000:00:04.0: c00
[  101.446396][    C0] xhci_hcd 0000:00:04.0: 80021624
[  101.446403][    C0] xhci_hcd 0000:00:04.0: dump trb:
[  101.446408][    C0] xhci_hcd 0000:00:04.0: 3e72c00
[  101.446414][    C0] xhci_hcd 0000:00:04.0: 1
[  101.446420][    C0] xhci_hcd 0000:00:04.0: c00
[  101.446426][    C0] xhci_hcd 0000:00:04.0: 80021624
[  101.446433][    C0] xhci_hcd 0000:00:04.0: dump trb:
[  101.446438][    C0] xhci_hcd 0000:00:04.0: 3e73800
[  101.446444][    C0] xhci_hcd 0000:00:04.0: 1
[  101.446450][    C0] xhci_hcd 0000:00:04.0: c00
[  101.446456][    C0] xhci_hcd 0000:00:04.0: 80021624
[  101.446463][    C0] xhci_hcd 0000:00:04.0: dump trb:
[  101.446469][    C0] xhci_hcd 0000:00:04.0: 3e74400
[  101.446475][    C0] xhci_hcd 0000:00:04.0: 1
[  101.446481][    C0] xhci_hcd 0000:00:04.0: c00
[  101.446487][    C0] xhci_hcd 0000:00:04.0: 80021624
[  101.446493][    C0] xhci_hcd 0000:00:04.0: dump trb:
[  101.446499][    C0] xhci_hcd 0000:00:04.0: 3e75000
[  101.446505][    C0] xhci_hcd 0000:00:04.0: 1
[  101.446511][    C0] xhci_hcd 0000:00:04.0: c00
[  101.446517][    C0] xhci_hcd 0000:00:04.0: 80021624
[  101.446524][    C0] xhci_hcd 0000:00:04.0: dump trb:
[  101.446529][    C0] xhci_hcd 0000:00:04.0: 3e75c00
[  101.446536][    C0] xhci_hcd 0000:00:04.0: 1
[  101.446542][    C0] xhci_hcd 0000:00:04.0: c00
[  101.446549][    C0] xhci_hcd 0000:00:04.0: 80021624
[  101.446557][    C0] xhci_hcd 0000:00:04.0: dump trb:
[  101.446563][    C0] xhci_hcd 0000:00:04.0: 3e76800
[  101.446569][    C0] xhci_hcd 0000:00:04.0: 1
[  101.446575][    C0] xhci_hcd 0000:00:04.0: c00
[  101.446581][    C0] xhci_hcd 0000:00:04.0: 80021624
[  101.446588][    C0] xhci_hcd 0000:00:04.0: dump trb:
[  101.446594][    C0] xhci_hcd 0000:00:04.0: 3e77400
[  101.446600][    C0] xhci_hcd 0000:00:04.0: 1
[  101.446606][    C0] xhci_hcd 0000:00:04.0: c00
[  101.446613][    C0] xhci_hcd 0000:00:04.0: 80021424
[  101.446960][    C0] xhci_hcd 0000:00:04.0: handle events!
[  101.446987][    C0] xhci_hcd 0000:00:04.0: handle event trb!
[  101.446996][    C0] xhci_hcd 0000:00:04.0: trb transfer!
[  101.447003][    C0] xhci_hcd 0000:00:04.0: trb complete code:13
[  101.447022][    C0] xhci_hcd 0000:00:04.0: handle event trb!
[  101.447030][    C0] xhci_hcd 0000:00:04.0: trb transfer!
[  101.447052][    C0] xhci_hcd 0000:00:04.0: trb complete code:13
[  101.447065][    C0] xhci_hcd 0000:00:04.0: handle event trb!
[  101.447072][    C0] xhci_hcd 0000:00:04.0: trb transfer!
[  101.447078][    C0] xhci_hcd 0000:00:04.0: trb complete code:13
[  101.447087][    C0] xhci_hcd 0000:00:04.0: handle event trb!
[  101.447093][    C0] xhci_hcd 0000:00:04.0: trb transfer!
[  101.447100][    C0] xhci_hcd 0000:00:04.0: trb complete code:13
[  101.447116][    C0] xhci_hcd 0000:00:04.0:  xhci interrupt!
[  101.447145][    C0] xhci_hcd 0000:00:04.0: handle events!
[  101.447157][    C0] xhci_hcd 0000:00:04.0:  xhci interrupt!
[  101.447174][    C0] xhci_hcd 0000:00:04.0: got 0
[  101.447242][    C0] xhci_hcd 0000:00:04.0: handle events!
[  101.447265][    C0] xhci_hcd 0000:00:04.0: handle event trb!
[  101.447274][    C0] xhci_hcd 0000:00:04.0: trb transfer!
[  101.447280][    C0] xhci_hcd 0000:00:04.0: trb complete code:13
[  101.447299][    C0] xhci_hcd 0000:00:04.0:  xhci interrupt!
[  101.447869][    C0] xhci_hcd 0000:00:04.0: handle events!
[  101.448171][    C0] xhci_hcd 0000:00:04.0: handle event trb!
[  101.448182][    C0] xhci_hcd 0000:00:04.0: trb transfer!
[  101.448188][    C0] xhci_hcd 0000:00:04.0: trb complete code:13
[  101.448208][    C0] xhci_hcd 0000:00:04.0: handle event trb!
[  101.448215][    C0] xhci_hcd 0000:00:04.0: trb transfer!
[  101.448220][    C0] xhci_hcd 0000:00:04.0: trb complete code:13
[  101.448228][    C0] xhci_hcd 0000:00:04.0: handle event trb!
[  101.448234][    C0] xhci_hcd 0000:00:04.0: trb transfer!
[  101.448312][    C0] xhci_hcd 0000:00:04.0: trb complete code:13
[  101.448324][    C0] xhci_hcd 0000:00:04.0: handle event trb!
[  101.448332][    C0] xhci_hcd 0000:00:04.0: trb transfer!
[  101.448339][    C0] xhci_hcd 0000:00:04.0: trb complete code:13
[  101.448347][    C0] xhci_hcd 0000:00:04.0: handle event trb!
[  101.448353][    C0] xhci_hcd 0000:00:04.0: trb transfer!
[  101.448358][    C0] xhci_hcd 0000:00:04.0: trb complete code:13
[  101.448365][    C0] xhci_hcd 0000:00:04.0: handle event trb!
[  101.448371][    C0] xhci_hcd 0000:00:04.0: trb transfer!
[  101.448376][    C0] xhci_hcd 0000:00:04.0: trb complete code:13
[  101.448383][    C0] xhci_hcd 0000:00:04.0: handle event trb!
[  101.448388][    C0] xhci_hcd 0000:00:04.0: trb transfer!
[  101.448393][    C0] xhci_hcd 0000:00:04.0: trb complete code:13
[  101.448400][    C0] xhci_hcd 0000:00:04.0: handle event trb!
[  101.448406][    C0] xhci_hcd 0000:00:04.0: trb transfer!
[  101.448411][    C0] xhci_hcd 0000:00:04.0: trb complete code:13
[  101.448505][    C0] xhci_hcd 0000:00:04.0:  xhci interrupt!
[  101.448621][    C0] xhci_hcd 0000:00:04.0: handle events!
[  101.448635][    C0] xhci_hcd 0000:00:04.0: handle event trb!
[  101.448643][    C0] xhci_hcd 0000:00:04.0: trb transfer!
[  101.448650][    C0] xhci_hcd 0000:00:04.0: trb complete code:13
[  101.448691][    C0] xhci_hcd 0000:00:04.0: handle event trb!
[  101.448697][    C0] xhci_hcd 0000:00:04.0: trb transfer!
[  101.448704][    C0] xhci_hcd 0000:00:04.0: trb complete code:13
[  101.448716][    C0] xhci_hcd 0000:00:04.0:  xhci interrupt!
[  101.449112][    C0] xhci_hcd 0000:00:04.0: handle events!
[  101.449131][    C0] xhci_hcd 0000:00:04.0: handle event trb!
[  101.449142][    C0] xhci_hcd 0000:00:04.0: trb transfer!
[  101.449150][    C0] xhci_hcd 0000:00:04.0: trb complete code:13
[  101.449165][    C0] xhci_hcd 0000:00:04.0: handle event trb!
[  101.449175][    C0] xhci_hcd 0000:00:04.0: trb transfer!
[  101.449181][    C0] xhci_hcd 0000:00:04.0: trb complete code:13
[  101.449281][    C0] xhci_hcd 0000:00:04.0: handle event trb!
[  101.449296][    C0] xhci_hcd 0000:00:04.0: trb transfer!
[  101.449306][    C0] xhci_hcd 0000:00:04.0: trb complete code:13
[  101.449320][    C0] xhci_hcd 0000:00:04.0: handle event trb!
[  101.449328][    C0] xhci_hcd 0000:00:04.0: trb transfer!
[  101.449335][    C0] xhci_hcd 0000:00:04.0: trb complete code:13
[  101.449349][    C0] xhci_hcd 0000:00:04.0:  xhci interrupt!
[  101.449457][    C0] xhci_hcd 0000:00:04.0: handle events!
[  101.449473][    C0] xhci_hcd 0000:00:04.0: handle event trb!
[  101.449481][    C0] xhci_hcd 0000:00:04.0: trb transfer!
[  101.449489][    C0] xhci_hcd 0000:00:04.0: trb complete code:13
[  101.449501][    C0] xhci_hcd 0000:00:04.0: handle event trb!
[  101.449509][    C0] xhci_hcd 0000:00:04.0: trb transfer!
[  101.449516][    C0] xhci_hcd 0000:00:04.0: trb complete code:13
[  101.449523][    C0] xhci_hcd 0000:00:04.0: handle event trb!
[  101.449530][    C0] xhci_hcd 0000:00:04.0: trb transfer!
[  101.449536][    C0] xhci_hcd 0000:00:04.0: trb complete code:13
[  101.449543][    C0] xhci_hcd 0000:00:04.0: handle event trb!
[  101.449549][    C0] xhci_hcd 0000:00:04.0: trb transfer!
[  101.449635][    C0] xhci_hcd 0000:00:04.0: trb complete code:13
[  101.449658][    C0] xhci_hcd 0000:00:04.0: handle event trb!
[  101.449666][    C0] xhci_hcd 0000:00:04.0: trb transfer!
[  101.449673][    C0] xhci_hcd 0000:00:04.0: trb complete code:13
[  101.449714][    C0] xhci_hcd 0000:00:04.0:  xhci interrupt!
[  101.449840][    C0] xhci_hcd 0000:00:04.0: handle events!
[  101.449854][    C0] xhci_hcd 0000:00:04.0: handle event trb!
[  101.449863][    C0] xhci_hcd 0000:00:04.0: trb transfer!
[  101.449870][    C0] xhci_hcd 0000:00:04.0: trb complete code:13
[  101.449887][    C0] xhci_hcd 0000:00:04.0:  xhci interrupt!
[  101.449972][    C0] xhci_hcd 0000:00:04.0: handle events!
[  101.449987][    C0] xhci_hcd 0000:00:04.0: handle event trb!
[  101.449998][    C0] xhci_hcd 0000:00:04.0: trb transfer!
[  101.450007][    C0] xhci_hcd 0000:00:04.0: trb complete code:13
[  101.450020][    C0] xhci_hcd 0000:00:04.0: handle event trb!
[  101.450028][    C0] xhci_hcd 0000:00:04.0: trb transfer!
[  101.450034][    C0] xhci_hcd 0000:00:04.0: trb complete code:13
[  101.450046][    C0] xhci_hcd 0000:00:04.0:  xhci interrupt!
[  101.450205][    C0] xhci_hcd 0000:00:04.0: handle events!
[  101.450220][    C0] xhci_hcd 0000:00:04.0: handle event trb!
[  101.450250][    C0] xhci_hcd 0000:00:04.0: trb transfer!
[  101.450259][    C0] xhci_hcd 0000:00:04.0: trb complete code:13
[  101.450339][    C0] xhci_hcd 0000:00:04.0:  xhci interrupt!
[  101.450367][    C0] xhci_hcd 0000:00:04.0: handle events!
[  101.450379][    C0] xhci_hcd 0000:00:04.0: handle event trb!
[  101.450387][    C0] xhci_hcd 0000:00:04.0: trb transfer!
[  101.450395][    C0] xhci_hcd 0000:00:04.0: trb complete code:13
[  101.450408][    C0] xhci_hcd 0000:00:04.0: handle event trb!
[  101.450415][    C0] xhci_hcd 0000:00:04.0: trb transfer!
[  101.450423][    C0] xhci_hcd 0000:00:04.0: trb complete code:13
[  101.450573][    C0] xhci_hcd 0000:00:04.0:  xhci interrupt!
[  101.450733][    C0] xhci_hcd 0000:00:04.0: handle events!
[  101.450754][    C0] xhci_hcd 0000:00:04.0: handle event trb!
[  101.450762][    C0] xhci_hcd 0000:00:04.0: trb transfer!
[  101.450769][    C0] xhci_hcd 0000:00:04.0: trb complete code:13
[  101.450780][    C0] xhci_hcd 0000:00:04.0: handle event trb!
[  101.450787][    C0] xhci_hcd 0000:00:04.0: trb transfer!
[  101.450793][    C0] xhci_hcd 0000:00:04.0: trb complete code:13
[  101.450916][    C0] xhci_hcd 0000:00:04.0: handle event trb!
[  101.450928][    C0] xhci_hcd 0000:00:04.0: trb transfer!
[  101.450937][    C0] xhci_hcd 0000:00:04.0: trb complete code:15
[  101.450951][    C0] xhci_hcd 0000:00:04.0:  xhci interrupt!
[  101.451101][    C0] usb 1-1: submitted urb:
[  101.451119][    C0] usb 1-1: pipe:4227712d,stream:0d
[  101.451196][    C0] xhci_hcd 0000:00:04.0: dump trb:
[  101.451208][    C0] xhci_hcd 0000:00:04.0: 3e60000
[  101.451221][    C0] xhci_hcd 0000:00:04.0: 1
[  101.451230][    C0] xhci_hcd 0000:00:04.0: c00
[  101.451238][    C0] xhci_hcd 0000:00:04.0: 80021625
[  101.451247][    C0] xhci_hcd 0000:00:04.0: dump trb:
[  101.451254][    C0] xhci_hcd 0000:00:04.0: 3e60c00
[  101.451263][    C0] xhci_hcd 0000:00:04.0: 1
[  101.451269][    C0] xhci_hcd 0000:00:04.0: c00
[  101.451276][    C0] xhci_hcd 0000:00:04.0: 80021624
[  101.451284][    C0] xhci_hcd 0000:00:04.0: dump trb:
[  101.451290][    C0] xhci_hcd 0000:00:04.0: 3e61800
[  101.451297][    C0] xhci_hcd 0000:00:04.0: 1
[  101.451304][    C0] xhci_hcd 0000:00:04.0: c00
[  101.451310][    C0] xhci_hcd 0000:00:04.0: 80021624
[  101.451318][    C0] xhci_hcd 0000:00:04.0: dump trb:
[  101.451326][    C0] xhci_hcd 0000:00:04.0: 3e62400
[  101.451333][    C0] xhci_hcd 0000:00:04.0: 1
[  101.451340][    C0] xhci_hcd 0000:00:04.0: c00
[  101.451347][    C0] xhci_hcd 0000:00:04.0: 80021624
[  101.451355][    C0] xhci_hcd 0000:00:04.0: dump trb:
[  101.451362][    C0] xhci_hcd 0000:00:04.0: 3e63000
[  101.451370][    C0] xhci_hcd 0000:00:04.0: 1
[  101.451377][    C0] xhci_hcd 0000:00:04.0: c00
[  101.451383][    C0] xhci_hcd 0000:00:04.0: 80021624
[  101.451391][    C0] xhci_hcd 0000:00:04.0: dump trb:
[  101.451396][    C0] xhci_hcd 0000:00:04.0: 3e63c00
[  101.451403][    C0] xhci_hcd 0000:00:04.0: 1
[  101.451409][    C0] xhci_hcd 0000:00:04.0: c00
[  101.451416][    C0] xhci_hcd 0000:00:04.0: 80021624
[  101.451423][    C0] xhci_hcd 0000:00:04.0: dump trb:
[  101.451482][    C0] xhci_hcd 0000:00:04.0: 3e64800
[  101.451492][    C0] xhci_hcd 0000:00:04.0: 1
[  101.451499][    C0] xhci_hcd 0000:00:04.0: c00
[  101.451505][    C0] xhci_hcd 0000:00:04.0: 80021624
[  101.451514][    C0] xhci_hcd 0000:00:04.0: dump trb:
[  101.451519][    C0] xhci_hcd 0000:00:04.0: 3e65400
[  101.451525][    C0] xhci_hcd 0000:00:04.0: 1
[  101.451532][    C0] xhci_hcd 0000:00:04.0: c00
[  101.451538][    C0] xhci_hcd 0000:00:04.0: 80021624
[  101.451545][    C0] xhci_hcd 0000:00:04.0: dump trb:
[  101.451550][    C0] xhci_hcd 0000:00:04.0: 3e66000
[  101.451557][    C0] xhci_hcd 0000:00:04.0: 1
[  101.451563][    C0] xhci_hcd 0000:00:04.0: c00
[  101.451569][    C0] xhci_hcd 0000:00:04.0: 80021624
[  101.451576][    C0] xhci_hcd 0000:00:04.0: dump trb:
[  101.451752][    C0] xhci_hcd 0000:00:04.0: 3e66c00
[  101.451903][    C0] xhci_hcd 0000:00:04.0: 1
[  101.451914][    C0] xhci_hcd 0000:00:04.0: c00
[  101.451922][    C0] xhci_hcd 0000:00:04.0: 80021624
[  101.451946][    C0] xhci_hcd 0000:00:04.0: dump trb:
[  101.451955][    C0] xhci_hcd 0000:00:04.0: 3e67800
[  101.451963][    C0] xhci_hcd 0000:00:04.0: 1
[  101.451972][    C0] xhci_hcd 0000:00:04.0: c00
[  101.451980][    C0] xhci_hcd 0000:00:04.0: 80021624
[  101.451989][    C0] xhci_hcd 0000:00:04.0: dump trb:
[  101.451996][    C0] xhci_hcd 0000:00:04.0: 3e68400
[  101.452005][    C0] xhci_hcd 0000:00:04.0: 1
[  101.452014][    C0] xhci_hcd 0000:00:04.0: c00
[  101.452021][    C0] xhci_hcd 0000:00:04.0: 80021624
[  101.452030][    C0] xhci_hcd 0000:00:04.0: dump trb:
[  101.452037][    C0] xhci_hcd 0000:00:04.0: 3e69000
[  101.452044][    C0] xhci_hcd 0000:00:04.0: 1
[  101.452052][    C0] xhci_hcd 0000:00:04.0: c00
[  101.452060][    C0] xhci_hcd 0000:00:04.0: 80021624
[  101.452068][    C0] xhci_hcd 0000:00:04.0: dump trb:
[  101.452075][    C0] xhci_hcd 0000:00:04.0: 3e69c00
[  101.452083][    C0] xhci_hcd 0000:00:04.0: 1
[  101.452090][    C0] xhci_hcd 0000:00:04.0: c00
[  101.452097][    C0] xhci_hcd 0000:00:04.0: 80021624
[  101.452107][    C0] xhci_hcd 0000:00:04.0: dump trb:
[  101.452113][    C0] xhci_hcd 0000:00:04.0: 3e6a800
[  101.452121][    C0] xhci_hcd 0000:00:04.0: 1
[  101.452128][    C0] xhci_hcd 0000:00:04.0: c00
[  101.452135][    C0] xhci_hcd 0000:00:04.0: 80021624
[  101.452143][    C0] xhci_hcd 0000:00:04.0: dump trb:
[  101.452149][    C0] xhci_hcd 0000:00:04.0: 3e6b400
[  101.452363][    C0] xhci_hcd 0000:00:04.0: 1
[  101.452374][    C0] xhci_hcd 0000:00:04.0: c00
[  101.452381][    C0] xhci_hcd 0000:00:04.0: 80021624
[  101.452390][    C0] xhci_hcd 0000:00:04.0: dump trb:
[  101.452396][    C0] xhci_hcd 0000:00:04.0: 3e6c000
[  101.452403][    C0] xhci_hcd 0000:00:04.0: 1
[  101.452410][    C0] xhci_hcd 0000:00:04.0: c00
[  101.452416][    C0] xhci_hcd 0000:00:04.0: 80021624
[  101.452423][    C0] xhci_hcd 0000:00:04.0: dump trb:
[  101.452429][    C0] xhci_hcd 0000:00:04.0: 3e6cc00
[  101.452436][    C0] xhci_hcd 0000:00:04.0: 1
[  101.452442][    C0] xhci_hcd 0000:00:04.0: c00
[  101.452448][    C0] xhci_hcd 0000:00:04.0: 80021624
[  101.452456][    C0] xhci_hcd 0000:00:04.0: dump trb:
[  101.452462][    C0] xhci_hcd 0000:00:04.0: 3e6d800
[  101.452469][    C0] xhci_hcd 0000:00:04.0: 1
[  101.452475][    C0] xhci_hcd 0000:00:04.0: c00
[  101.452482][    C0] xhci_hcd 0000:00:04.0: 80021624
[  101.452489][    C0] xhci_hcd 0000:00:04.0: dump trb:
[  101.452495][    C0] xhci_hcd 0000:00:04.0: 3e6e400
[  101.452502][    C0] xhci_hcd 0000:00:04.0: 1
[  101.452509][    C0] xhci_hcd 0000:00:04.0: c00
[  101.452516][    C0] xhci_hcd 0000:00:04.0: 80021624
[  101.452523][    C0] xhci_hcd 0000:00:04.0: dump trb:
[  101.452529][    C0] xhci_hcd 0000:00:04.0: 3e6f000
[  101.452536][    C0] xhci_hcd 0000:00:04.0: 1
[  101.452543][    C0] xhci_hcd 0000:00:04.0: c00
[  101.452549][    C0] xhci_hcd 0000:00:04.0: 80021624
[  101.452558][    C0] xhci_hcd 0000:00:04.0: dump trb:
[  101.452564][    C0] xhci_hcd 0000:00:04.0: 3e6fc00
[  101.452570][    C0] xhci_hcd 0000:00:04.0: 1
[  101.452577][    C0] xhci_hcd 0000:00:04.0: 40400
[  101.452584][    C0] xhci_hcd 0000:00:04.0: 80021414
[  101.452592][    C0] xhci_hcd 0000:00:04.0: dump trb:
[  101.452598][    C0] xhci_hcd 0000:00:04.0: 3e70000
[  101.452605][    C0] xhci_hcd 0000:00:04.0: 1
[  101.452612][    C0] xhci_hcd 0000:00:04.0: 800
[  101.452620][    C0] xhci_hcd 0000:00:04.0: 624
[  101.452628][    C0] xhci_hcd 0000:00:04.0: dump trb:
[  101.452634][    C0] xhci_hcd 0000:00:04.0: 3e70800
[  101.452746][    C0] xhci_hcd 0000:00:04.0: 1
[  101.452757][    C0] xhci_hcd 0000:00:04.0: c00
[  101.452765][    C0] xhci_hcd 0000:00:04.0: 80021624
[  101.452775][    C0] xhci_hcd 0000:00:04.0: dump trb:
[  101.452782][    C0] xhci_hcd 0000:00:04.0: 3e71400
[  101.452792][    C0] xhci_hcd 0000:00:04.0: 1
[  101.452799][    C0] xhci_hcd 0000:00:04.0: c00
